Title,URL,Snippet,Date Published,Content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iraq War | Summary, Causes, Dates, Combatants, Casualties, & Facts ...",https://www.britannica.com/event/Iraq-War,"Iraq War, (2003–11), conflict in Iraq that consisted of two phases. The first of these was a brief, conventionally fought war in March–April 2003, in which a combined force of troops from the United States and Great Britain (with smaller contingents from several other countries) invaded Iraq and rapidly defeated Iraqi military and paramilitary forces.",2024-08-09T00:00:00.0000000,"Our editors will review what you’ve submitted and determine whether to revise the article. Our editors will review what you’ve submitted and determine whether to revise the article. U.S. President George W. Bush argued that the vulnerability of the United States following the September 11 attacks of 2001, combined with Iraq’s alleged continued possession and manufacture of weapons of mass destruction and its support for terrorist groups, including al-Qaeda, justified the U.S.'s war with Iraq. The Iraq War, also called the Second Persian Gulf War, began on March 20, 2003. U.S. President George W. Bush argued for launching a military attack on Iraq. On March 17, 2003, Bush declared an end to diplomacy and issued an ultimatum to Saddam Hussein, giving the Iraqi president 48 hours to leave Iraq. Saddam refused, and the U.S. attacked on March 20. The U.S. military formally declared the end of the Iraq War in a ceremony in Baghdad on December 15, 2011, as U.S. troops prepared to withdraw from the country. Iraq War,  (2003–11), conflict in Iraq that consisted of two phases. The first of these was a brief, conventionally fought war in March–April 2003, in which a combined force of troops from the United States and Great Britain (with smaller contingents from several other countries) invaded Iraq and rapidly defeated Iraqi military and paramilitary forces. It was followed by a longer second phase in which a U.S.-led occupation of Iraq was opposed by an insurgency. After violence began to decline in 2007, the United States gradually reduced its military presence in Iraq, formally completing its withdrawal in December 2011. American military casualties in the conflict included some 4,500 service members killed and some 32,000 others wounded. (Read Britannica’s interview with Jimmy Carter on the Iraq War and world affairs.) Iraq’s invasion of Kuwait in 1990 ended in Iraq’s defeat by a U.S.-led coalition in the Persian Gulf War (1990–91). However, the Iraqi branch of the Baʿath Party, headed by Saddam Hussein, managed to retain power by harshly suppressing uprisings of the country’s minority Kurds and its majority Shiʿi Arabs. To stem the exodus of Kurds from Iraq, the allies established a “safe haven” in northern Iraq’s predominantly Kurdish regions, and allied warplanes patrolled “no-fly” zones in northern and southern Iraq that were off-limits to Iraqi aircraft. Moreover, to restrain future Iraqi aggression, the United Nations (UN) implemented economic sanctions against Iraq in order to, among other things, hinder the progress of its most lethal arms programs, including those for the development of nuclear, biological, and chemical weapons. (See weapon of mass destruction.) UN inspections during the mid-1990s uncovered a variety of proscribed weapons and prohibited technology throughout Iraq. That country’s continued flouting of the UN weapons ban and its repeated interference with the inspections frustrated the international community and led U.S. Pres. Bill Clinton in 1998 to order the bombing of several Iraqi military installations (code-named Operation Desert Fox). After the bombing, however, Iraq refused to allow inspectors to reenter the country, and during the next several years the economic sanctions slowly began to erode as neighboring countries sought to reopen trade with Iraq. In 2002 the new U.S. president, George W. Bush, argued that the vulnerability of the United States following the September 11 attacks of 2001, combined with Iraq’s alleged continued possession and manufacture of weapons of mass destruction (an accusation that was later proved erroneous) and its support for terrorist groups—which, according to the Bush administration, included al-Qaeda, the perpetrators of the September 11 attacks—made disarming Iraq a renewed priority. UN Security Council Resolution 1441, passed on November 8, 2002, demanded that Iraq readmit inspectors and that it comply with all previous resolutions. Iraq appeared to comply with the resolution, but in early 2003 President Bush and British Prime Minister Tony Blair declared that Iraq was actually continuing to hinder UN inspections and that it still retained proscribed weapons. Other world leaders, such as French Pres. Jacques Chirac and German Chancellor Gerhard Schröder, citing what they believed to be increased Iraqi cooperation, sought to extend inspections and give Iraq more time to comply with them. However, on March 17, seeking no further UN resolutions and deeming further diplomatic efforts by the Security Council futile, Bush declared an end to diplomacy and issued an ultimatum to Saddam, giving the Iraqi president 48 hours to leave Iraq. The leaders of France, Germany, Russia, and other countries objected to this buildup toward war. When Saddam refused to leave Iraq, U.S. and allied forces launched an attack on the morning of March 20; it began when U.S. aircraft dropped several precision-guided bombs on a bunker complex in which the Iraqi president was believed to be meeting with senior staff. This was followed by a series of air strikes directed against government and military installations, and within days U.S. forces had invaded Iraq from Kuwait in the south (U.S. Special Forces had previously been deployed to Kurdish-controlled areas in the north). Despite fears that Iraqi forces would engage in a scorched-earth policy—destroying bridges and dams and setting fire to Iraq’s southern oil wells—little damage was done by retreating Iraqi forces; in fact, large numbers of Iraqi troops simply chose not to resist the advance of coalition forces. In southern Iraq the greatest resistance to U.S. forces as they advanced northward was from irregular groups of Baʿath Party supporters, known as Saddam’s Fedayeen. British forces—which had deployed around the southern city of Basra—faced similar resistance from paramilitary and irregular fighters. In central Iraq units of the Republican Guard—a heavily armed paramilitary group connected with the ruling party—were deployed to defend the capital of Baghdad. As U.S. Army and Marine forces advanced northwestward up the Tigris-Euphrates river valley, they bypassed many populated areas where Fedayeen resistance was strongest and were slowed only on March 25 when inclement weather and an extended supply line briefly forced them to halt their advance within 60 miles (95 km) of Baghdad. During the pause, U.S. aircraft inflicted heavy damage on Republican Guard units around the capital. U.S. forces resumed their advance within a week, and on April 4 they took control of Baghdad’s international airport. Iraqi resistance, though at times vigorous, was highly disorganized, and over the next several days army and Marine Corps units staged raids into the heart of the city. On April 9 resistance in Baghdad collapsed, and U.S. soldiers took control of the city. On that same day Basra was finally secured by British forces, which had entered the city several days earlier. In the north, however, plans to open up another major front had been frustrated when the Turkish government refused to allow mechanized and armored U.S. Army units to pass through Turkey to deploy in northern Iraq. Regardless, a regiment of American paratroopers did drop into the area, and U.S. Special Forces soldiers joined with Kurdish peshmerga fighters to seize the northern cities of Kirkuk on April 10 and Mosul on April 11. Saddam’s hometown of Tikrīt, the last major stronghold of the regime, fell with little resistance on April 13. Isolated groups of regime loyalists continued to fight on subsequent days, but the U.S. president declared an end to major combat on May 1. Iraqi leaders fled into hiding and were the object of an intense search by U.S. forces. Saddam Hussein was captured on December 13, 2003, five months after his two sons, Uday and Qusay Hussein, who were central figures in their father’s brutal 24-year rule, had been killed in a shoot-out with American troops after the brothers had been found hiding in a private residence. Saddam was subsequently convicted of crimes against humanity and was executed on December 30, 2006.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Troops in Iraq Are Wounded in Rocket Attack on Air Base,https://www.nytimes.com/2024/08/05/world/middleeast/iraq-us-troops-iran-attack.html,"Aug. 5, 2024. A rocket attack targeting U.S. personnel housed at a base in Iraq’s western desert injured several American troops late on Monday, according to U.S. defense officials. The attack ...",2024-08-05T00:00:00.0000000,Please enable JS and disable any ad blocker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf War - Wikipedia,https://en.wikipedia.org/wiki/Gulf_War,"t. e. The Gulf War was an armed conflict between Iraq and a 42-country coalition led by the United States. The coalition's efforts against Iraq were carried out in two key phases: Operation Desert Shield, which marked the military buildup from August 1990 to January 1991; and Operation Desert Storm, which began with the aerial bombing campaign ...",2024-08-15T00:00:00.0000000,"
 Coalition:292 killed (147 killed by enemy action, 145 non-hostile deaths)776 wounded[5] (467 wounded in action)31 tanks destroyed/disabled[6][7][8][9][10][11][12][13]28 Bradley IFVs destroyed/damaged[14][15]1 M113 APC destroyed2 British Warrior APCs destroyed1 artillery piece destroyed75 aircraft destroyed[citation needed]Kuwait:420 killed
12,000 captured
≈200 tanks destroyed/captured
850+ other armored vehicles destroyed/captured
57 aircraft lost
 The Burnham et al. study has been described as the most controversial study in survey research on armed conflict,[165] and its findings have been widely disputed in the academic literature.[166][167][168][169][170][171][172][173] Shortly after publication, the study's estimate and methodology came under criticism from a number of sources, including the United States government, academics, and the Iraq Body Count.[174] At the time, other experts praised the methodology of the study.[175][176][177] John Tirman," who commissioned and directed the funding for the study defended the study.[178][179][180][181][182] A 2008 systematic review of casualty estimates in the Iraq War in the journal Conflict and Health concluded that the highest quality studies have used """"population-based methods"""" that have """"yielded the highest estimates.[183] A 2016 study described the Lancet study as seen """"widely viewed among peers as the most rigorous investigations of Iraq War–related mortality among Iraqi civilians"," and argued that part of the criticism """"may have been politically motivated.""""[184]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A number of peer-reviewed studies criticized the Lancet study on the basis of its methodology and exaggerated casualty numbers.[185][186][187][188][189][190][191][192][193][168][194][195][196] The authors of the Lancet study were also accused of ethical breaches in terms of how the survey was conducted and in how the authors responded to requests for data and information.[191][192][166][194] In 2009," the lead author of the Lancet study was censured by American Association for Public Opinion Research (AAPOR) for refusing to provide """"several basic facts about"""" the study.[197] AAPOR had over a 12-year period only formally censured two other individuals.[194][166] In 2012", Michael Spagat noted that six peer-reviewed studies had identified shortcomings in the Lancet study, and that the Lancet authors had yet to make a substantive response to the critiques.[194] According to Spagat," there is """"ample reason"""" to discard Lancet study estimate.[194] Columbia University statistician Andrew Gelman said in 2014 that """"serious flaws have been demonstrated"""" in the Lancet study","[198] and in 2015 that his impression was that the Lancet study """"had pretty much been discredited"""".[199] Joshua Goldstein", professor emeritus of International Relations at American University," wrote that critics of the study """"have argued convincingly that the sample method was biased.""""[200] According to University of Delaware sociologist Joel Best in his book Stat-Spotting: A Field Guide to Identifying Dubious Data"," """"it seems likely that [the Lancet estimate] was too large"""".[201] Conflict scholars Nils Petter Gleditsch"," Erik Melander and Henrik Urdal said there were """"major biases"""" in the study", leading to oversampling of households affected by violence.[171],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A 2008 study in the Journal of Peace Research found that the 2006 Lancet study may have considerably overestimated Iraq War casualties," that the study made """"unusual"""" methodological choices"," and called on the 2006 Lancet study authors to make all of their data available.[185] The 2008 study was awarded """"Article of the Year – 2008"""" by the Journal of Peace Research", with the jury of Lars-Erik Cederman (ETH Zürich)," Jon Hovi (University of Oslo) and Sara McLaughlin Mitchell (University of Iowa) writing that the """"authors show convincingly that previous studies which are based on a cross-street cluster-sampling algorithm (CSSA) have significantly overestimated the number of casualties in Iraq.""""[186] American University political scientist Thomas Zeitzoff said the Journal of Peace Research study showed the Lancet study to be """"wildly inaccurate"""" due to its reliance on information from biased samples.[202]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Michael Spagat criticized the 2006 Lancet study in a 2010 article for the journal Defence and Peace Economics. Spagat wrote that he found """"some evidence relating to data fabrication and falsification"""" and """"this evidence suggests that this survey cannot be considered a reliable or valid contribution towards knowledge about the extent of mortality in Iraq since 2003"""".[191] Spagat also chided the Lancet study for """"ethical violations to the survey's respondents including endangerment"," privacy breaches and violations in obtaining informed consent"""".[191] In a letter to the journal Science"," Spagat said that the Lancet study had failed replication in a study by the WHO (the Iraq Family Health Survey).[192] Spagat noted that the lead author of the 2006 study had been censured by the American Association for Public Opinion Research for """"repeatedly refusing to disclose the corresponding information for his survey"""".[192]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" The Iraq Family Health Survey published by WHO researchers in The New England Journal of Medicine found that the 2006 Lancet study results """"considerably overestimated the number of violent deaths"""" and that the results are highly improbable.[193] In comparing the two studies"," peace researcher Kristine Eck of Uppsala University notes that the IFHS study which covered the same period as the Lancet survey """"was based on a much larger sample (9",345 households compared to Burnham et al's 1,849) in far more clusters (1,"086 clusters compared to Burnham et al's 47).""""[165] In comparing the two studies"," Joachim Kreutz of Stockholm University and Nicholas Marsh of PRIO said the IFHS study produced """"a more reliable estimate.""""[203] Oxford University political scientist Adam Roberts wrote that the IFHS study was """"more rigorous.""""[195]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Burnham, Edward J. Mills, and Frederick M. Burkle noted that the IFHS's data indicated that Iraqi mortality increased by a factor of 1.9 following the invasion, compared to the factor of 2.4 found by Burnham et al., which translates to some 433,000 excess Iraqi deaths (violent and non-violent). Timothy R. Gulden considered it implausible that fewer than one-third of these excess deaths would have been violent in nature. Francisco J. Luquero and Rebecca F. Grais argued that the IFHS's lengthy survey and use of IBC data as a proxy for particularly dangerous areas likely resulted in an underestimate of violent mortality, while Gulden hypothesized that respondents may have been reluctant to report violent deaths to researchers working with the Iraqi government.[204] In a similar vein, Tirman observed that the Iraqi Health Ministry was affiliated with Shi'ite sectarians at the time," remarking that there was evidence that many violent deaths may have been recategorized as """"non-violent"""" to avoid government retribution: """"For example", the number of deaths by auto accidents rose by four times the pre-invasion rate; had this single figure been included in the violent deaths category, the overall estimate would have risen to 196,"000.""""[205] Gulden even commented that """"the IFHS results are easily in line with the finding of more than 600","000 violent deaths in the study by Burnham et al."""" However"," the authors of the IFHS rejected such claims: """"Because the level of underreporting is almost certainly higher for deaths in earlier time periods", we did not attempt to estimate excess deaths. The excess deaths reported by Burnham et al. included only 8.2% of deaths from nonviolent causes," so inclusion of these deaths will not increase the agreement between the estimates from the IFHS and Burnham et al.""""[204]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A graph in the Lancet article purportedly demonstrating that its conclusions are in line with violence trends measured by the IBC and Defense Department used cherry-picked data and had two Y-axes;[206][207] the authors conceded that the graph was flawed, but the Lancet never retracted it.[208][209],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 In early November 2006 Iraq's Health Minister Ali al-Shemari said that he estimated between 100,000 and 150,"000 people had been killed since the March 2003 U.S.-led invasion.[35][36][210][211] The Taipei Times reported on his methodology: """"Al-Shemari said on Thursday [", November 9,2006,] that he based his figure on an estimate of 100 bodies per day brought to morgues and hospitals – though such a calculation would come out closer to 130,"000 in total.""""[36] The Washington Post reported: """"As al-Shemari issued the startling new estimate"," the head of the Baghdad central morgue said Thursday he was receiving as many as 60 violent death victims each day at his facility alone. Dr. Abdul-Razzaq al-Obaidi said those deaths did not include victims of violence whose bodies were taken to the city's many hospital morgues or those who were removed from attack scenes by relatives and quickly buried according to Muslim custom.""""[211]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 From a November 9,2006, International Herald Tribune article:[35],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Each day we lost 100 persons, that means per month 3,000, per year it's 36,000," plus or minus 10 percent"""""," al-Shemari said. """"So by three years",120,000, half-year 20,000, that means 140,000," plus or minus 10 percent""""", he said," explaining how he came to the figures. """"This includes all Iraqis killed – police", ordinary people," children""""", he said," adding that people who were kidnapped and later found dead were also included in his estimate. He said the figures were compiled by counting bodies brought to """"forensic institutes"""" or hospitals. From a November 11",2006, Taipei Times article:[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 An official with the ministry also confirmed the figure yesterday [November 10, 2006], but later said that the estimated deaths ranged between 100,000 and 150,"000. """"The minister was misquoted. He said between 100",000–150,"000 people were killed in three-and-a-half years""""", the official said. The United Nations reported that 34,452 violent deaths occurred in 2006, based on data from morgues, hospitals, and municipal authorities across Iraq.[31],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 From February 25 to March 5,2007, D3 Systems [17] conducted a poll for the BBC, ABC News, ARD and USA Today.[212][213][214][215][216][217],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" ABC News reported: """"One in six says someone in their own household has been harmed. ... 53 percent of Iraqis say a close friend or immediate family member has been hurt in the current violence. That ranges from three in 10 in the Kurdish provinces to", in Baghdad," nearly eight in 10.""""[213]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" The methodology was described thus: """"This poll... was conducted February 25 – March 5",2007, through in-person interviews with a random national sample of 2,212 Iraqi adults, including oversamples in Anbar province, Basra city," Kirkuk and the Sadr City section of Baghdad. The results have a 2.5-point error margin.""""[213][215][218]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 There was a field staff of 150 Iraqis in all. That included 103 interviewers," interviewing selected respondents at 458 locales across the country.[215] """"This poll asked about nine kinds of violence (car bombs", snipers or crossfire, kidnappings," fighting among opposing groups or abuse of civilians by various armed forces).""""[215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Question 35 asked: """"Have you or an immediate family member – by which I mean someone living in this household – been physically harmed by the violence that is occurring in the country at this time?"""" Here are the results[215] in percentages:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 17% of respondents reported that at least one member of the household had been """"physically harmed by the violence that is occurring in the country at this time."""" The survey did not ask whether multiple household members had been harmed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A September 14,2007, estimate by Opinion Research Business (ORB), an independent British polling agency, suggested that the total Iraqi violent death toll due to the Iraq War since the U.S.-led invasion was in excess of 1.2 million (1,220,580). These results were based on a survey of 1,499 adults in Iraq from August 12–19, 2007.[27][28] ORB published an update in January 2008 based on additional work carried out in rural areas of Iraq. Some 600 additional interviews were undertaken and as a result of this the death estimate was revised to 1,033,000 with a given range of 946,000 to 1,120,000.[26][219],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Participants of the ORB survey were asked the following question: """"How many members of your household", if any," have died as a result of the conflict in Iraq since 2003 (ie as a result of violence rather than a natural death such as old age)? Please note that I mean those who were actually living under your roof.""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 This ORB estimate has been strongly criticised as exaggerated and ill-founded in peer reviewed literature.[220][194] According to Carnegie Mellon University historian Jay D. Aronson," """"Because this was a number that few people could take seriously (given the incredible magnitude of violence that would have had to take place daily for such a number to be even remotely possible)"," the ORB study has largely been ignored.""""[196]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 The Iraq Family Health Survey published in 2008 in The New England Journal of Medicine surveyed 9,345 households across Iraq and was carried out in 2006 and 2007. It estimated 151,000 deaths due to violence (95% uncertainty range,104,000 to 223,000) from March 2003 through June 2006.[193],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" The study was done by the """"Iraq Family Health Survey Study Group""""", a collaborative effort of six organizations: the Federal Ministry of Health, Baghdad; Kurdistan Ministry of Planning, Erbil; Kurdistan Ministry of Health, Erbil; Central Organization for Statistics and Information Technology, Baghdad; World Health Organization Iraq office, Amman, Jordan; World Health Organization, Geneva.[193],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 In April 2009, the Associated Press reported that Iraq Health Ministry had recorded (via death certificates issued by hospitals and morgues) a total of 87,215 violent deaths of Iraqi citizens between January 1,2005, and February 28, 2009. The number excludes thousands of missing persons and civilians whose deaths were unrecorded; the government official who provided the data told the AP that if included, the number of dead for that period would be 10 to 20 percent higher.[6][7],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 The Associated Press used the Health Ministry tally and other data (including counts of casualties for 2003–2004, and after March 1,2009, from hospital sources and media reports, in major part the Iraq Body Count) to estimate that more than 110,"600 Iraqis were killed from the start of the war to April 2009. Experts interviewed by the AP found this estimate to be credible and an """"important baseline"""" although necessarily an estimate because of unrecorded deaths", especially in inaccessible areas. While mass graves discovered over time shed more light on deaths in the Iraq War," the AP noted that """"how many remain will never be known.""""[6][7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A 2013 study by Hagopian et al. in PLOS Medicine estimated that 461,000 Iraqis died as a result of the Iraq War.[4] The study used a similar methodology as the 2006 Lancet study and had the lead author of the 2006 study as one of the 12 authors.[221] According to one of the authors, Amy Hagopian, half of the casualties not resulting from violence were due to inadequate treatment of cardiovascular disease.[222] Upon the study's publication, Michael Spagat, a critic of the 2006 Lancet study," said that the 2013 study seemed """"to fix most of the methodological flaws of the 2006 paper"""".[221] Spagat however noted that he found the large confidence interval of the 2013 study disconcerting.[221] Other critics of the 2006 Lancet study mirrored Spagat's views", noting that the 2013 study was an improvement but that the large confidence interval was concerning.[222],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A 2017 study by Spagat and Van Weezel replicated the 2013 study by Hagopian et al. and found that the 500,000 casualty estimate by Hagopian et al. was not supported by data.[223] Spagat and Van Weezel said that Hagopian et al. made many methodological errors.[223] Hagopian et al. defended their original study, arguing that Van Weezel and Spagat misunderstood their method.[91] Van Weezel and Spagat answered," saying that the response by Hagopian et al. """"avoids the central points"," addresses only secondary issues and makes ad hominem attacks.""""[224]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 In December 2005 President Bush said there were 30,"000 Iraqi dead. White House spokesman Scott McClellan later said it was """"not an official government estimate""""", and was based on media reports.[225][226],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 For 2006, a January 2,2007," Associated Press article reports: """"The tabulation by the Iraqi ministries of Health", Defence and Interior, showed that 14,298 civilians,1,348 police and 627 soldiers had been killed in the violence that raged across the country last year. The Associated Press figure, gleaned from daily news reports from Baghdad, arrived at a total of 13,"738 deaths.""""[227] The Australian reports in a January 2",2007," article: """"A figure of 3700 civilian deaths in October '[2006]'", the latest tally given by the UN based on data from the Health Ministry and the Baghdad morgue," was branded exaggerated by the Iraqi Government.""""[228] Iraqi government estimates include """"people killed in bombings and shootings but not deaths classed as 'criminal'."""" Also"," they """"include no deaths among the many civilians wounded in attacks who may die later from wounds. Nor do they include many people kidnapped whose fate remains unknown.""""[228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A June 25,2006, Los Angeles Times article," """"War's Iraqi Death Toll Tops 50","000""""","[229] reported that their estimate of violent deaths consisted """"mostly of civilians"""" but probably also included security forces and insurgents. It added that"," """"Many more Iraqis are believed to have been killed but not counted because of serious lapses in recording deaths in the chaotic first year after the invasion", when there was no functioning Iraqi government," and continued spotty reporting nationwide since."""" Here is how the Times got its number: """"The Baghdad morgue received 30",204 bodies from 2003 through mid-2006, while the Health Ministry said it had documented 18,933 deaths from 'military clashes' and 'terrorist attacks' from April 5,2004, to June 1, 2006. Together, the toll reaches 49,137. However, samples obtained from local health departments in other provinces show an undercount that brings the total well beyond 50,"000. The figure also does not include deaths outside Baghdad in the first year of the invasion.""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A 2008 review of Iraqi death estimates concluded that 600,000 deaths between 2003 and 2006 likely undercounted total mortality:[183],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Studies assessed as the highest quality, those using population-based methods, yielded the highest estimates... Our review indicates that, despite varying estimates, the mortality burden of the war and its sequelae on Iraq is large... Of the population-based studies, the Roberts and Burnham studies provided the most rigorous methodology as their primary outcome was mortality... not surprisingly their studies have been roundly criticized given the political consequences of their findings and the inherent security and political problems of conducting this type of research. A 2016 review came to similar conclusions,[184] stating that estimates of very high Iraqi casualties published in the journal Lancet are,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" """"...widely viewed among peers as the most rigorous investigations of Iraq War–related mortality among Iraqi civilians; we agree with this assessment and believe that the [PLOS] study is also scientifically rigorous... [Iraqi civilian deaths] in fact"," may have been underestimated by these scientifically conservative studies."""" According to a 2017 review by Keith Krause of the Graduate Institute of International and Development Studies", Geneva, Switzerland," """"the consensus seems to be that around 150","000 people died violently as a result of the fighting between 2003 and 2006.""""[230]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Some studies estimating the casualties due to the war in Iraq say there are various reasons why the estimates and counts may be low.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Morgue workers have alleged that official numbers underestimate the death toll.[231] The bodies of some casualties do not end up in morgue and thus may go unrecorded.[232] In 2006," The Washington Post reported: """"Police and hospitals often give widely conflicting figures of those killed in major bombings. In addition"," death figures are reported through multiple channels by government agencies that function with varying efficiency.""""[211]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A January 31, 2008 Perspective in the New England Journal of Medicine contains the following discussion of undercounting Iraqi civilian casualties in household surveys:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ... sometimes it was problematic or too dangerous to enter a cluster of households, which might well result in an undercount; data from the Iraq Body Count on the distribution of deaths among provinces were used to calculate estimates in these instances. If the clustering of violent deaths wasn't accurately captured, that could also increase uncertainty. The sampling frame was based on a 2004 count, but the population has been changing rapidly and dramatically because of sectarian violence, the flight of refugees, and overall population migration. Another source of bias in household surveys is underreporting due to the dissolution of some households after a death, so that no one remains to tell the former inhabitants' story.[233] The Washington Post noted in 2008 that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 research has shown that household surveys typically miss 30 to 50 percent of deaths. One reason is that some families that have suffered violent deaths leave the survey area. ... Some people are kidnapped and disappear, and others turn up months or years later in mass graves. Some are buried or otherwise disposed of without being recorded. In particularly violent areas, local governments have effectively ceased to function, and there are ineffective channels for collecting and passing information between hospitals, morgues and the central government.[25] The October 2006 Lancet study[32][33] states:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Aside from Bosnia, we can find no conflict situation where passive surveillance [used by the IBC] recorded more than 20% of the deaths measured by population-based methods [used in the Lancet studies]. In several outbreaks, disease and death recorded by facility-based methods underestimated events by a factor of ten or more when compared with population-based estimates. Between 1960 and 1990, newspaper accounts of political deaths in Guatemala correctly reported over 50% of deaths in years of low violence but less than 5% in years of highest violence.[32] The report describes no other specific examples except for this study of Guatemala.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
